Word , Count 
light,9
else:,2
baser,3
obeyes,2
rages,2
graue's,2
ist;,2
milche,2
remaine,2
consonancy,2
told,6
article,2
talkes,2
'tane,2
nods,2
oh,82
passe,6
there:,4
hollow,2
paddocke,2
whil'st,4
rowsed,2
them,62
tunes,2
guiltlesse,2
euer;,2
confine,3
long;,2
kin,16
horsebacke;,2
stoode,2
buy;,2
more:,3
answered,2
rankly,2
herbe-grace,2
shewes,8
enemies,2
truncheons,2
persons,3
rauen,2
vncle,4
who,40
property,4
theater,2
lawful,2
passion,12
appointment,2
ha,11
admirable,2
sergeant,2
saluation,3
fellow,9
whor'd,2
indeauour,2
yes,6
warlicke,2
according,3
lobby,3
e'ne,3
method,3
surmise,2
leisure,2
then;,2
turfe,2
deuotions,2
church:,2
aduenturous,2
sore,4
skyish,2
celestiall,3
will:,3
side,3
recorder,3
withdraw,4
maruellous,2
gore,2
rose,5
fares,3
braue,4
vs'd:,2
sings,5
deckt,2
releefe,2
vnskilfull,2
scarse,2
ban,2
builde,2
warre:,2
patient,4
[the,2
more,87
commission,6
church,2
speake,51
easinesse,3
painted,3
people,2
camell,3
songs,2
reasons,2
contraction,2
vpon't,2
alacke,4
built,2
merit,3
compell'd,2
fixion,2
historie,2
yea,5
now:,3
liberty;,2
solicited,2
course,6
peake,2
wisenesse,2
gentleman,10
lawes,2
praying,2
liued;,2
hurts,2
making;,2
assume,4
foule,13
